(793 % 8388608,1 % 2)
(2485002235078740425786689385372494472803557541306161877263231020426359628969521 % 73672038692939928896343805749610450510469927317165971950417164016871890311312434338,1944 % 3889)
(2509647464277163546225250484940210457257915141586015201884811842002696716732281 % 74548396109506453699679138043804066633572752732702400360868617405436875075616319542,1945 % 3891)
(2534517102670290016902591364148116081056888057753070515259028219918188487305621 % 75434719743706222119003971977903575120387859922248809051107370007420556827078337914,1946 % 3893)
(2559612979248351449791704970760322012781850746705898433729948614323449145272049 % 76331117726951099173888722928895892769077327334431563170974351995921134948730468750,1947 % 3895)
(2584936935637639426000829972991779709573318130430764905062219880980846991240121 % 77237699307413309152453661508242169343355387996814335199829697445448055573784716946,1948 % 3897)
(2610490826163127727129597546394050846557233387811019389084010466019083753424201 % 78154574860976787526927511994736895452155012517221594169850599942141815109201919398,1949 % 3899)
(2636276517911107215888089049844531902230732207288129651074210908952947690006301 % 79081855902290221060686457146677209936992754954664155705441032097462691146594439402,1950 % 3901)
(2662295890791828493612766538433735946524524213931506417178316882684825068675201 % 80019655095922667411034269034002065304477696400931327411185910182019024108598992254,1951 % 3903)
(2688550837602147381072613740084832365528361714972479200518876785510318891156289 % 80968086267622652880994861745510227020791722696035715481367243174099922180175781250,1952 % 3905)
(2715043264088168186773425171084784095569198477635246660371254193898783862046361 % 81927264415681654379177063847969973104109098778942112070516681007645006076829643286,1953 % 3907)
(2741775089007879643828912001706129069997519640309590282955251871745249858812581 % 82897305722402879109747043769465914403656890674123738305232294788964403015337383258,1954 % 3909)
(2768748244193778312364985527629851794194046277378303617777542055551064694943121 % 83878327565676263035118534471619459745362757955139225655727835966847006755143140462,1955 % 3911)
(2795964674615474159348986415536312706892578202307280439880198818051315306465481 % 84870448530660616732559493535239125810839017934312228340725813433626102140859470194,1956 % 3913)
(2823426338442272941679426802790653322570792191633715929024521739981391431418729 % 85873788421573854902933570817405392049554250802481683944300884530234336853027343750,1957 % 3915)
(2851135207105729931324601572299737425370425431636737697231366247702350141689901 % 86888468273592253485665995968989112634321138576298591100298593811571036636770958026,1958 % 3917)
(2879093265362169433250725049920378992088785308987976298347835179998108811632161 % 87914610364859686089169305451852170086906709377587482369843717212072536865572877918,1959 % 3919)
(2907302511355164457822501384862911656807341964092277568977886916844984993372241 % 88952338228607799260810588960446553040166994495463149695818306295383775828758874722,1960 % 3921)
(2935764956677970819281602838386257416214087579648136367987408426651771855659961 % 90001776665388093995477373977471098162959738551999474840331500371975336733176223734,1961 % 3923)
(2964482626435909840801691864700759187531827709348262073915817938508347646034869 % 91063051755416888817335467642240894835642079501637056182516971603035926818847656250,1962 % 3925)
(2993457559308693754472581249001851595352690980630430900825566203944622094664241 % 92136290871034147765903495238877358592372596340738488741249505142208481571971513166,1963 % 3927)
(3022691807612687791371001392017360611604660356917762605525982794411253920980441 % 93221622689277164675532865135065449498197168146132775141391595827938173213408055378,1964 % 3929)
(3052187437363102862621272913788451822625759606005254917181180673411125403873161 % 94319177204570103257218712065991563581934000738398431996130185463053529324124494182,1965 % 3931)
(3081946528336112637025921399392014572506373115024193066719244626115097675342141 % 95429085741530400673820213705524556080964436645291028874009825472921469291586504874,1966 % 3933)
(3111971174130888724443791520118267655677303633013632041336913329467931363830209 % 96551480967893050544683675208907341576289676102450012556751432032656669616699218750,1967 % 3935)
(3142263482231547576601308405883437016279107916421438240700533715824317767062881 % 97686496907553789623788032897722496125084208899773199725654293637595964433825360706,1968 % 3937)
(3172825574069002618430899151589044809815348102301726359768037694493900039304921 % 98834268953732220767322024048663129608050636453328901133093355503551064509644167638,1969 % 3939)
(3203659585082715023328845889582382976949152598532395944854506127536019954525381 % 99994933882255913242510288187255745805762222763485606319601285744053276976205250842,1970 % 3941)
(3234767664782336444902527552852946054476169186780937312974866034611842770445521 % 101168629864966529929990208882049058418800527174337220834122046317354019581672365614,1971 % 3943)
(3266151976809236915823567686302846510523759181352716670449557312791428782230249 % 102355496483249039537563513930975900135560412729111664733795636650776863098144531250,1972 % 3945)
(3297814698997911021308201000097832083400213911042592998695457093148190693329321 % 103555674741685080574170722401333503740383508863684302800983260895133235026221752646,1973 % 3947)
(3329758023437255350498474895827240697271624310908210176129228052326656073153101 % 104769307081831552529929730512111172009816375009269263662795179228576436257560066698,1974 % 3949)
(3361984156531710123606898923067195746177846988036876027754435289954490990658401 % 105996537396125518471512529820834608317744888068955127879251349700346722142224796702,1975 % 3951)
(3394495319062257786101941282548806906439691244736386016183016142829450373503601 % 107237511041916512092479728187467921278226070584672453518691322718463874822424657954,1976 % 3953)
(3427293746247271253441353928908982527627612132970728163679694108417442652010489 % 108492374855627351155927805731470684576110062183214055365643850194716453552246093750,1977 % 3955)
(3460381687803204380893603341322283405466857110627197369517663502236849793007061 % 109761277167044568232408644386192046219329989213096380462221899220232278549969140986,1978 % 3957)
(3493761408005117122813518723396674423797977811803027758931962511663913928922481 % 111044367813739578670037750530281595642241180232578384355363502201845750489208204558,1979 % 3959)
(3527435185747027734345378003264736999880382907775868026415492286276728662601721 % 112341798155621714836502864636965552494555727317963444134281062658893896446121183762,1980 % 3961)
(3561405314602084255903677245360820091054371845291180600738064718088865191399881 % 113653721089624264844807647714266416115407953071593316733478987213198427528747033894,1981 % 3963)
(3595674102882547406917320979396541770839892091641526769772824380006219352046429 % 114980291064524663216528407525288096013419657837588836572342818862366676330566406250,1982 % 3965)
(3630243873699576900205386157626921917226908213921709361344341784725119482489601 % 116321664095899990248621182066921118521276135692687811112305597028550141497779177726,1983 % 3967)
(3665116965022813071970313585758088041669109952688232591250787834796129418610561 % 117677997781218946232891005072572797359975132305236001621876179288087790012430633218,1984 % 3969)
(3700295729739745604735635630939112005722132830184900634484094698906729218434841 % 119049451315071476131627197419045045333249613593756579160162375972244016225082864022,1985 % 3971)
(3735782535714861001608330279998218707168460297464062892071908413853094842117861 % 120436185504537229839123725772794495951489834889970921133337895387691700392199945434,1986 % 3973)
(3771579765848560349998675593038007412571490706143329340220001459598615479063569 % 121838362784694052757351039694825963892749707935899721178429899737238883972167968750,1987 % 3975)
(3807689818135838791371044870849656530547986284705083733406023782518286526770441 % 123256147234267711085437682602404392051325089208392566227483427048300298253410714866,1988 % 3977)
(3844115105724717990715313538287984188288077213267718115778439810113948150564841 % 124689704591424065967372080418437338802542467029011285668152960696307639382195004678,1989 % 3979)
(3880858056974422775208227755248722192234340183634388130127195433194593026737261 % 126139202269704920460966342905441481211756025397636925270963286962172288475764689482,1990 % 3981)
(3917921115513292985964897116436963109530534704980072202629090045553234106491041 % 127604809374108773184157174122533268651555771022559422130040391320351073961584644574,1991 % 3983)
(3955306740296421459850104891349858567858394798952195399006718876436119077387409 % 129086696717317722462680017421008158173374504527245056482464691800427436828613281250,1992 % 3985)
(3993017405663008930014864156939944132381532801705232112593339094625787656193081 % 130585036836071774846570744655307745307440553773319535129329387739322579276573804406,1993 % 3987)
(4031055601393426504132970905353042901443216691837217285466610679019331930232821 % 132100004007691821982357397953976493514699214017731850337096796117821422453850570938,1994 % 3989)
(4069423832765976248222498007807637301173922433239702193592383683909583754338481 % 133631774266752560023739056967369564769718899054975143247647721678444886093783912142,1995 % 3991)
(4108124620613340271435416513920325133104988287398891563176167589180430119952921 % 135180525421906636036549699976311578203392279898383921244247629926226779956967183314,1996 % 3993)
(4147160501378708573271899649846782046172624134470574699547278863095294133693449 % 136746437072861316204415353327469054348087969154344046359505417308783531188964843750,1997 % 3995)
(4186534027171575779311332549974537563787858278911019037045057131057574473201021 % 138329690627508981070279836156036108765359114790887736108552232838203128283193698346,1998 % 3997)
(4226247765823196754736484987288775294235203773381172832691883856541443695912001 % 139930469319212763556448539614450409477052391779502620315869687084618466679904183998,1999 % 3999)
(4266304300941690946647467449151699622300203235501627094621571141670850624068001 % 141548958224248656092535064337443469368035809732231217190739602741685986696096184002,2000 % 4001)
(4306706231966785166404638896270255171705001922673505044160973256880910129287001 % 143185344279405423847249929977849221969465925297182214230374032728829007722742413654,2001 % 4003)
(4347456174224184381991116507861019038733046244395150327062368094992595461757189 % 144839816299743671806905362360844102369930482416181719308731888256096839904785156250,2002 % 4005)
(4388556758979559947632394962633713462121216985109985188167307380750924674087761 % 146512564996515424271390417770029011266388607609265757074579994484553663958634848686,2003 % 4007)
(4430010633492144553639148113689849422995014391168349184162952801968801514499881 % 148203782995245586247765167437512082545669179917643122782429810086494765015916295858,2004 % 4009)
(4471820461067923033635782765564296581063900853783332181591708862196441177505321 % 149913664853976667213103794691785128629103900399733703013177170659491122211851557062,2005 % 4011)
(4513988921112408018987856053599603702128165989757446986642670238320011939376781 % 151642407081678158792360439855509045466543736505163298734592953739645941597337987594,2006 % 4013)
(4556518709182989281332057196299533327868226367189966120137273450987579602204129 % 153390208156821969054418404955651205964382989969051021201320212946581840515136718750,2007 % 4015)
(4599412537040845453628982024530968286743364516421713076694589385199101110746801 % 155157268546125327370696618888788949693431027122081705797485324079366083469484907426,2008 % 4017)
(4642673132702406668087173125410624669171599172117730479631890626422739662243961 % 156943790723462585106314580041015374082647427754803166831926224623734741405116958518,2009 % 4019)
(4686303240490356495632524866162782168779368357160382353780192848263682467729941 % 158749979188947348824449675359445704448645649196137710539121323526717093723330483322,2010 % 4021)
(4730305621084161416305712127640286723950516407503893595446714174106525674955761 % 160576040488186394180754005009793830770735639603928808133110410114336030849158357134,2011 % 4023)
(4774683051570115893047230563644869106424337802310737506653847308774865862259769 % 162422183231706820267130670227032493007910638794010367291775764897465705871582031250,2012 % 4025)
(4819438325490890962760255223091871029855442053612648240658591022667117717421641 % 164288618114557915833404849853783109906778359567653342238896585919818032367498726566,2013 % 4027)
(4864574252894574098311037547788069126391344341741499341910182516026017315491741 % 166175557936089220572069753644707481182123705507941226370369803796255019315341823978,2014 % 4029)
(4910093660383187933220054892784446504622677098043628833794811109292059107071361 % 168083217619906276495952490620637633473572903994840136586886705596837423734559814782,2015 % 4031)
(4955999391160675277199570466051996527823637963845429539772755784853823982357441 % 170011814234005576371944782726967073512708907951447579383624796745386299300368774274,2016 % 4033)
(5002294305080337685389504625112104755214579457781419969707298000595405120499609 % 171961567011090228196497026850058610274024135578339909209447537849974632263183593750,2017 % 4035)
(5048981278691714677118290653750352947157789171771715163187660590879953827455781 % 173932697369067866811004209687793245143624043098456950814649423894783430407302358106,2018 % 4037)
(5096063205286890531253298657904510946335486926275872871692913784881867876440721 % 175925428931732355958145390584673586892711724006624632916731049721935248705888144238,2019 % 4039)
(5143542994946215414690947733410655727039693322483630633119187626057117094859081 % 177939987549630836374305724564730175742563069024912331556827342578300482141208803442,2020 % 4041)
(5191423574583427428254154361609760846409822167139533899389508066369351296265321 % 179976601321117687899046219796973559549576267886600592062434611527401016832119291014,2021 % 4043)
(5239707887990161980198526137093174160393865671453674252611290566520192521599149 % 182035500613596986060830634370077293970175401750861547419992909105515480041503906250,2022 % 4045)
(5288398895879834721662822376250357965005774522815776910233589450892740905042721 % 184116918084955046169514270180221370055055669007262249970189508724231917327457054046,2023 % 4047)
(5337499575930884100717659870165042661311348810934160496232015761677134458888401 % 186221088705184660611093225101748178962421369461696512474600053001541049105890771298,2024 % 4049)
(5387012922829359412153110150240110576336676178930530503322581106481297850172601 % 188348249778202647799556405835768925853063232248519739481168758792435048671365101302,2025 % 4051)
(5436941948310840038784454510539265188325652367193535567817085850586061296462901 % 190498640963862344095031974501485456198018463510075345277592539622302747636808759354,2026 % 4053)
(5487289681201671396829547430155716774690253273278802091407604691310888686083889 % 192672504300162682947434822927085182601142824645784185092522966216349601745605468750,2027 % 4055)
(5538059167459502912804472192179245092253888117698008156927752679375478216975961 % 194870084225655518571166314851291778613841923850417838029220283686691278772483266386,2028 % 4057)
(5589253470213113172379809210089814612639363262358131639333140016149514558982281 % 197091627602052864599760362668635384609148189012904419136858057740660039189818157158,2029 % 4059)
(5640875669801507192721102325448039270540549866575236668965216688902457374591421 % 199337383737035731410383671855338610033610342544659027390917892117488059462790760362,2030 % 4061)
(5692928863812270578987094369323886894016382028063713501570199164437210179583681 % 201607604407266259147459783402061707070027678504134711842614707581208708354988831294,2031 % 4063)
(5745416167119165132860971662212631263277420808941895626747398172655142560079329 % 203902543881604856913077819468206817065489661847307071474317731747555732727050781250,2032 % 4065)
(5798340711918950286226035859669226732022769592448219619449107191428341469399001 % 206222458944534072129953419343894670016536888946746642915379712700834122261444647126,2033 % 4067)
(5851705647767414536350604619208711317640344003618277679220719092391339435969861 % 208567608919790927721221479215167310750345958455070089959795067187770690339688353818,2034 % 4069)
(5905514141614600860200089008235930075584117580884097549588464835412525969945041 % 210938255694209478490952652144042797753415556538622840560955483910233004738258232622,2035 % 4071)
(5959769377839209884729528546696606195450299215255137911128407702845281870861161 % 213334663741775351930697256764249006859945174424317911211306528518069641106507958834,2036 % 4073)
(6014474558282164387209670602817053577078634273473227437467162785889862530060969 % 215757100147894052621274904247280220784349108767613358850212534889578819274902343750,2037 % 4075)
(6069632902279318494786108071540277731826056793632365190982823051686130934555341 % 218205834633874823446153916598874957772035023050850131901343268028296668436692048266,2038 % 4077)
(6125247646693294745546047655302867878409460432151632823295383781640616227948641 % 220681139581631870983814149200367223393202474670938868433322932845834387187605013278,2039 % 4079)
(6181322045944431964352840719929126375264043240633241932074868751673564436062961 % 223183290058604776702177387879682037688526924297735263643404948087106354236566370082,2040 % 4081)
(6237859372040826695586199020664859012730996223577894102201430513769364800878841 % 225712563842899929939242901125047894556639732081263628627977208299647439897495393974,2041 % 4083)
(6294862914607450721677626336084250520894755598675022595037803334710260927604309 % 228269241448654833121208448209197713839429826874635606576972989638161659240722656250,2042 % 4085)
(6352335980914326980937469325004505430924243278053220707108032739332238092538481 % 230853606151627144243320179566195822618783572507500810287600495347671855754367521806,2043 % 4087)
(6410281895903745980613428222170106807310079541196778305383436742111013327616121 % 233465944015010336320214198521387814441771783616702047178647899893193106036213387538,2044 % 4089)
(6468704002216504581381527180464804671389550295110832386506327379609498173524681 % 236106543915477868302328568947372174618048235142505268943355819548752623152836424742,2045 % 4091)
(6527605660217148807530436397649275363061614108338174831957148531612518372320221 % 238775697569457776853822468644972982336206583430442077721841925401547451956785188714,2046 % 4093)
(6586990248018202112939528252627885901652421716643566468956944336405075549134849 % 241473699559639613396088979670966132566049492987015615780419984570956230163574218750,2047 % 4095)
(6646861161503360306550854496863245912862013588442675776419347771570942313041921 % 244200847361715665940144438344628240565662425722012251986852198174720259306268319746,2048 % 4097)
(6707221814349634112375919416346235523874506153832996817041112989799697043019801 % 246957441371358420461679918797587944699754577090275102483753386087252916358676328598,2049 % 4099)
(6768075638048420108140113426862562906839532769486140204018623170259061116409701 % 249743784931436231915133718212223796504808536213111518542816056948286669837688048602,2050 % 4101)
(6829426081925480553431230699092393261912415107752751702507269271592935741718801 % 252560184359469190438556945341845384404630876508546555442554776839929276227380195054,2051 % 4103)
(6891276613159812382663739281161474433719175729264775454982579094464700315678089 % 255406948975327183870071683687149906386829112996116188073858081437611579895019531250,2052 % 4105)
(6953630716801385400277366142304124492892368783815084508751953224536006602109161 % 258284391129172173380141833940103911633057598466296276329803256042769508590670894086,2053 % 4107)
(7016491895787729475336912095314478131738827992125974695837690464685930068307181 % 261192826229646714822474723040795985281945023743180386612918858433486735283770288458,2054 % 4109)
(7079863670959350290069677247810406464525299147556814320436477866620831920047521 % 264132572772310774320935973507479948466157130780759371793987361168105833400895293662,2055 % 4111)
(7143749581073952951846955086196497648649101210919484050599049803098278041208081 % 267103952368328902641185047994399535051910490693004683707538942752356447510556064994,2056 % 4113)
(7208153182819452530666084066515446000838946488404288885060999823451660697609529 % 270107289773409849044623458456472280210037469739673214154392946342635154724121093750,2057 % 4115)
(7273078050825750334298713102118878820436394937346897484977410643764423938883701 % 273142912917000711589496071348254070846286678589484386813792250660837346777714896826,2058 % 4117)
(7338527777675254480918265818031471029153558057705278797015135472956494789475761 % 276211152931737737230407570545178816435089827028191497043058978738499764075701319118,2059 % 4119)
(7404505973912123074183941803579106462323956086860561178511967153203445328767641 % 279312344183155901573925414741937477386463582821567139911125539390172350661122611922,2060 % 4121)
(7471016268050208028418673856967370119761818806307089944412658466646548665271561 % 282446824299659414775157168627390952732137931838203419376960698251369154632205250534,2061 % 4123)
(7538062306579677331652808393386322717285655510243348423198640983991448029404669 % 285614934202755316809038716139182849824149426631869630455184960737824440002441406250,2062 % 4125)
(7605647753972293271892268182728600715769156911442478582495034727819648227359041 % 288817018137552342221380625251055620615463098492624392973351372507595877342947179966,2063 % 4127)
(7673776292685323886987804062464354124549594250658125998917375904315556950123041 % 292053423703527251459328129991768251954523672941427632553395275664763233122241072578,2064 % 4129)
(7742451623164064630908691046550681441167225539283035977419378768558737148649561 % 295324501885560842999636417671235353779706847874758387632434065522923993579340855382,2065 % 4131)
(7811677463842946979037753144246579790667951569513830388491050907951294747492741 % 298630607085245877736893067402701849240462805552219953614330615686030902473021003674,2066 % 4133)
(7881457551145210422282620907300111050914081231955010315493951026767555339389009 % 301972097152469164463384839687339994244416904643443297957637917253565788269042968750,2067 % 4135)
(7951795639481114024318177660623060310237824277472336654788097871928476388128681 % 305349333417270072768563206937244750741348561067613579417082019050505644870625795506,2068 % 4137)
(8022695501244663438114605534569153263532926939113158601467620814892662702196521 % 308762680721977757309874094746151815391218773582489640564389840564724381848782800838,2069 % 4139)
(8094160926808828997041500214731396119557971373659490376134048593085231750272781 % 312212507453629395158949770942233886876915659547181222866273755914759576409523276042,2070 % 4141)
(8166195724519230212248210413583020560014164935542282434813553128297641452305121 % 315699185576671755808687647238751182898829109609537854499879235557106078776121376414,2071 % 4143)
(8238803720686261721680727176576813791835061185438679600148351242785885819488049 % 319223090665948441438440427587570301977633101630137402218921510085797309875488281250,2072 % 4145)
(8311988759575635446982776885160611444979887050960959347466109260506555615136121 % 322784601939975153177298568835873779682573186366461984593555356900333627356383995446,2073 % 4147)
(8385754703397313422619761536373298412720934554042582449370094182576164566743701 % 326384102294505357380149005663925674458307414448514020104845781712277786279917355898,2074 % 4149)
(8460105432292805466835164397709221701915816970702554783121243666148381526466801 % 330021978336388744338738730098515911429902589781981054065525497079356712296221525902,2075 % 4151)
(8535044844320805566476143597101845060769444228903225940752230907499433206742201 % 333698620417724890391258940166023034024457925448176200192400592454994695317713220754,2076 % 4153)
(8610576855441140547284235847281274736142556529200814782203529984475658559977289 % 337414422670314553069901586189655472714219449011179007316803868717932701110839843750,2077 % 4155)
(8686705399497004297914171435839746754155311917700553911382599287932772322424861 % 341169783040411047737337453194854397361531776312797336606580197626258289466854231786,2078 % 4157)
(8763434428195450509694361605020472972677367688995986820635455668555374329662081 % 344965103323774173111041365939842413628660162445164445244393980750827283674129189758,2079 % 4159)
(8840767911086116584952078687667866623584461128250075775263565350043568230061121 % 348800789201029172159769400311468732837994588435898443331846722723861647944621656962,2080 % 4161)
(8918709835538151054569941228539139549527958083643212656410153718954199497187481 % 352677250273333234080204644749628639762015593559433396269931126679665987298396188694,2081 % 4163)
(8997264206715316530293088108063249776950801335470685487613685797348514674232229 % 356594900098352062424767427598742278085971218622031813940152219694542884826660156250,2082 % 4165)
(9076435047549239899143237382784578141247854887889316429005531112297911805888401 % 360554156226549053954774230334197683147049717082053836821503977586563351941852156526,2083 % 4167)
(9156226398710781146091348564214798301652446588128853519734718001174893397449161 % 364555440237789652437473865854568734458323146119113149248914163082194574761212354418,2084 % 4169)
(9236642318579491866869322923565334030832427626666523625149212675166201616635241 % 368599177778263461391942976890652886302364894601365155378471778859839348284680121222,2085 % 4171)
(9317686883211134205437375550881129285183163515642814705597279113226281356124461 % 372685798597726719718344535876948707859215685247504184968015005285311002684706732234,2086 % 4173)
(9399364186303230620141493314115590724083829561497744421891797700718605438478369 % 376815736587067764218607845100936604418717277977254695997544331476092338562011718750,2087 % 4175)
(9481678339158614548968658847744342893497371033590400887454628468990210145020241 % 380989429816198123235147626968645054228313076356341116528391535552548943652720621666,2088 % 4177)
(9564633470646951707509981532030938481292922078460734676009278858397498637952441 % 385207320572271905998780317714434078981140220157320682374134479111501933616006501878,2089 % 4179)
(9648233727164201413247045063906998440422719618369074946298156558255301317268661 % 389469855398236172788500904368462392150433451285956516040840271746546496746939770682,2090 % 4181)
(9732483272589986986557972993160001285144294521658737763955714686035623163886641 % 393777485131714991665242991691106408731569398803465558121189602663546002702502103374,2091 % 4183)
(9817386288242843932370044866733652108542000808948352949250277610484772571541209 % 398130664944229908350153852842368898265666816428785976141016014591526985168457031250,2092 % 4185)
(9902946972833314256638082459193742547539663816187329141414212077968877369663881 % 402529854380759576776276822508726593175105997832979297042496938388457471758433679206,2093 % 4187)
(9989169542414854918774982404091777082274756398759404379532589724383164231119421 % 406975517399641318951853605602282194450881739135144424644562551557858627106052884138,2094 % 4189)
(10076058230332528064775209831125471081451037515491027565139247887089598366290881 % 411468122412817404034753259848438472412043933794347737365933842763494656863625857342,2095 % 4191)
(10163617287169440326026094469581422397532959888695780121518220074483702890407521 % 416008142326428857931823453997053562120426185101530982245154340547330113755784354114,2096 % 4193)
(10251850980690898105667487506323473707949497768611404328556760356949134279596249 % 420596054581759636305270154874078023148742039855981252566617800868010520935058593750,2097 % 4195)
(10340763595786245407809638614945123060533954017345490582122834900382353416762821 % 425232341196534015591537604911220099252448847705896901391069429094253903929060581146,2098 % 4197)
(10430359434408350394923723870165806000681270222006599671361370070928652554747601 % 429917488806570078517621201839387482164433480689084539535692785855658824154770353198,2099 % 4199)
(10520642815510706485250772747045805372501896083514857346759771646302193309031401 % 434651988707792192636348041389006121129695348254333229042936973201486723404622033202,2100 % 4201)
(10611618074982113425104070849371627076027461857313839904695336004488967401970601 % 439436336898605402596956299553720646310610003849036597869397574346122587716564336454,2101 % 4203)
(10703289565578903390438506532747332836926716292430144086916453824868969190918989 % 444271034122634679221354728024409579857044448705725318839631073954606056213378906250,2102 % 4205)
(10795661656854676787998622233655623521197460870145396447293361788738840902110561 % 449156585911831990970813314468145397863858772855073872488760182290635916734189779486,2103 % 4207)
(10888738735087512038705947641854011236980219995244990104553339632868859630234481 % 454093502629954186063598240753883306119000373638138309131739379680247423765751361058,2104 % 4209)
(10982525203204613234675937491635800994015547016749510765893165382471783314569721 % 459082299516414696342297939978498590874447552746361968388786102845285072153926350262,2105 % 4211)
(11077025480704359166335698964882028300473639850182827394041949928718957957959381 % 464123496730512096991378288972029349493137967275951938397537368176082489803365702394,2106 % 4213)
(11172244003575716817515639949128772526217035515091403302117329764927118805634929 % 469217619396038579371946495752604744499031580266388673240736306169199943542480468750,2107 % 4215)
(11268185224214982024080945859622213179800501599950153090544224114097291232100601 % 474365197646271417572894545758845980978919609545061843301573541203198718021912926226,2108 % 4217)
(11364853611339809585621922860644948849824532990753826650062836323298878153327561 % 479566766669350532776640465680403848019185050905779538010007971415019493857777959718,2109 % 4219)
(11462253649900494709905028340902250833532061512449395876556363061692921218485341 % 484822866754045283204702311843689163979539991815329872673076161537565072728187260522,2110 % 4221)
(11560389840988467256167918946772954735311846350067826961313381560063929522607361 % 490134043335913631244445746507402383462834482027140310384181885498861969137968903934,2111 % 4223)
(11659266701741959825890928703098823983051875919012812602133570834543457585469569 % 495500847043856863364668317185282671650134345601716461260366486385464668273925781250,2112 % 4225)
(11758888765248810328362662410738648936716004660808124171163770271669128080476441 % 500923833747073062605356059915027770938941069362669041024159005288419770441968873366,2113 % 4227)
(11859260580446359223147240059205997868925401864916539494241957568202543634874341 % 506403564602412557777111777265355356113650044861774595464500923700277114464157801178,2114 % 4229)
(11960386712018401212423312166793412193341708913169587341165907116314069920607761 % 511940606102138598029557317207822557129338682686141817656856794005197514534919615982,2115 % 4231)
(12062271740289150723068206246254251742510938137371739838546214514422936016748041 % 517535530122096526146609512730911048858748572599548947717414740276128084541995193074,2116 % 4233)
(12164920261114180081272148691583144288320750628154829796534665658486433308498409 % 523188913970294748801083379177289132928768528398264716957321987739157676696777343750,2117 % 4235)
(12268336885768288841354885657913286622447908514396749031787664726693074755081581 % 528901340435900827052756124287223926535783178216381944851614115856995680194647672906,2118 % 4237)
(12372526240830262285287414440431586355238189918994814210567075124098931676572321 % 534673397838656035604008135828137838217890094043508742111846155588119062753980137438,2119 % 4239)
(12477492968064476660161907474080425579767104111158806591175186755516616062766481 % 540505680078711764736626258982086508626073074567984416727249407514434348064000668642,2120 % 4241)
(12583241724299308267469997370157830782898151772206638399660276531900697134564921 % 546398786686891164443501541620199161214704471955979461876892425954024545206930621814,2121 % 4243)
(12689777181302303060509883763565397205663621887193041331403871298796258813896949 % 552353322875379456040976728740003642297740803346137687492770584870553016662597656250,2122 % 4245)
(12797104025652062944512467345593048656510659165072626985031419321617884479609521 % 558369899588846362502704025154218669524408961304691332803667906010395601615054576846,2123 % 4247)
(12905226958606804508121913675017439565801762703436415307744155418209626906719001 % 564449133556004134895274336341955272571313360514124086884053511575999547636891820498,2124 % 4249)
(13014150695969545444652452149401616841902003148708867717138725311613632411541001 % 570591647341604678620796122550897048621968121774523269950614627117675578202046070502,2125 % 4251)
(13123879967949873447036327793203938849728217218784304538630972592031580850341501 % 576798069398879309683263447472218800603220528470236056341201537084930450543190042154,2126 % 4253)
(13234419519022251881542898523055009629698456597858508015320892869458914761690689 % 583069034122424697895194604727074253579982715830600364937581525732302665710449218750,2127 % 4255)
(13345774107780816062150909215310920657638055050739610396683364983237805115353761 % 589405181901538580829888288355342537178172939807740686895992302749422756330334037186,2128 % 4257)
(13457948506790613459859723197108208012112978400309464291503576975560211600961881 % 595807159174008859403984696574335964269858480004250826826985322027118962416993302358,2129 % 4259)
(13570947502435240689195243058541300488071916842465747261691592564264028871010821 % 602275618480359713246092957347392901820675954689835330751612708641757659155265873562,2130 % 4261)
(13684775894760829617666639998088235630128004553806750295667870829127104240211281 % 608811218518558401471320296284093278665060076166535687087412881104155823785821106094,2131 % 4263)
(13799438497316334442924809353341946957338317912872916261725069014048451532505129 % 615414624199186442139886652734064854135656219492994545878015805179524421691894531250,2132 % 4265)
(13914940136990071076826393961963934145155736288159570601666345770997367347957801 % 622086506701078891531913017334903899761851013092415975292338754025352667455453705926,2133 % 4267)
(14031285653842459665481718612032022980637267433962168834198805103449824513048461 % 628827543527435472421222494626849770147185624870924764484343062409026919065454635018,2134 % 4269)
(14148479900934920559624246076849082263568738434185953909760381822157682550505441 % 635638418562407328779887765116006771039390535188266578169820997450092307862400529822,2135 % 4271)
(14266527744154873530246120299626595867708234134622260757074930093463723743907761 % 642519822128163212793602950988482422976329973433260421593491655691507157806448265634,2136 % 4273)
(14385434062036789500361659894348532140306404400896426066531472917626781892315769 % 649472451042438938717065583188590571276291474614655214736558264121413230895996093750,2137 % 4275)
(14505203745579243534950690700517143894278945369497031431404996106726567864165141 % 656497008676573966949747160483837905918260504379403765319976140200699336621148435066,2138 % 4277)
(14625841698057917297558474105616236168728286409467470577459098233605192940576241 % 663594205014039010767038495524577165362261002456717323721672338710800281185451470478,2139 % 4279)
(14747352834834498643650539898676068435143150863514142739775609856978937812354361 % 670764756709458587401116592744501014307124735905566627132019986976928330475336891282,2140 % 4281)
(14869742083161425477600535674291306164802481701919581322622569018473479491514441 % 678009387148132464631339299885535714969178719356572264960338598364499337053056772774,2141 % 4283)
(14993014381982420452088550085701020387682288219764126930685907948314734547198109 % 685328826506059983716886734285590647405047140808735625426269911451172828674316406250,2142 % 4285)
(15117174681728762535667267257971986745695867191022025277463767200657601543569281 % 692723811810471269386097082072318008466005385419436809094319504937126796555624276606,2143 % 4287)
(15242227944111240916274497219524639832849974665735851176940390932219493550742721 % 700195087000869367688859684686645922372033663055506054350883262572769628647021060738,2144 % 4289)
(15368179141907736145493553373692029760091786591654161360789485760115142724637081 % 707743402990587382821909597455886857195367081480824872450072613810936580581004209942,2145 % 4291)
